Generation,Fitness,Min Fitness,Min Iteration
50,0.8520881533622742,0.7267735004425049,48
100,0.7835652232170105,0.5579717755317688,66
150,0.7119209170341492,0.5579717755317688,66
200,0.7119209170341492,0.5579717755317688,66
250,0.27606236934661865,0.27606236934661865,244
300,0.27606236934661865,0.27606236934661865,244
350,0.27606236934661865,0.27606236934661865,244
400,0.27606236934661865,0.27606236934661865,244
450,0.27606236934661865,0.27606236934661865,244
500,0.27606236934661865,0.27606236934661865,244
550,0.27606236934661865,0.27606236934661865,244
600,0.27606236934661865,0.27606236934661865,244
650,0.27606236934661865,0.27606236934661865,244
700,0.27606236934661865,0.27606236934661865,244
750,0.27606236934661865,0.27606236934661865,244
800,0.27606236934661865,0.27606236934661865,244
850,0.27606236934661865,0.27606236934661865,244
900,0.27606236934661865,0.27606236934661865,244
950,0.27606236934661865,0.27606236934661865,244
1000,0.27606236934661865,0.27606236934661865,244
1000,0.27606236934661865,0.27606236934661865,244
