Generation,Fitness,Min Fitness,Min Iteration
50,0.4229523539543152,0.4229523539543152,10
100,0.4229523539543152,0.4229523539543152,10
150,0.4229523539543152,0.4229523539543152,10
200,0.4229523539543152,0.4229523539543152,10
250,-0.003086306154727936,-0.003086306154727936,238
300,-0.003086306154727936,-0.003086306154727936,238
350,-0.003086306154727936,-0.003086306154727936,238
400,-0.003086306154727936,-0.003086306154727936,238
450,-0.003086306154727936,-0.003086306154727936,238
500,-0.003086306154727936,-0.003086306154727936,238
550,-0.003086306154727936,-0.003086306154727936,238
600,-0.003086306154727936,-0.003086306154727936,238
650,-0.003086306154727936,-0.003086306154727936,238
700,-0.003086306154727936,-0.003086306154727936,238
750,-0.003086306154727936,-0.003086306154727936,238
800,-0.003086306154727936,-0.003086306154727936,238
850,-0.003086306154727936,-0.003086306154727936,238
900,-0.003086306154727936,-0.003086306154727936,238
950,-0.003086306154727936,-0.003086306154727936,238
1000,-0.003086306154727936,-0.003086306154727936,238
1000,-0.003086306154727936,-0.003086306154727936,238
