Generation,Fitness,Min Fitness,Min Iteration
50,0.75059574842453,0.3927057981491089,2
100,0.6567784547805786,0.3927057981491089,2
150,0.5249980092048645,0.3927057981491089,2
200,0.5249980092048645,0.3927057981491089,2
250,0.5249980092048645,0.3927057981491089,2
300,0.5249980092048645,0.3927057981491089,2
350,0.5249980092048645,0.3927057981491089,2
400,0.5249980092048645,0.3927057981491089,2
450,0.5249980092048645,0.3927057981491089,2
500,0.5249980092048645,0.3927057981491089,2
550,0.5249980092048645,0.3927057981491089,2
600,0.5249980092048645,0.3927057981491089,2
650,0.5249980092048645,0.3927057981491089,2
700,0.5249980092048645,0.3927057981491089,2
750,0.5249980092048645,0.3927057981491089,2
800,0.5249980092048645,0.3927057981491089,2
850,0.5249980092048645,0.3927057981491089,2
900,0.5249980092048645,0.3927057981491089,2
950,0.5249980092048645,0.38638073205947876,923
1000,0.5249980092048645,0.38638073205947876,923
1000,0.5249980092048645,0.38638073205947876,923
