Generation,Fitness,Min Fitness,Min Iteration
50,0.11966893076896667,0.11966893076896667,1
100,0.11966893076896667,0.11966893076896667,1
150,0.11966893076896667,0.11966893076896667,1
200,0.11966893076896667,0.11966893076896667,1
250,0.11966893076896667,0.11966893076896667,1
300,0.11966893076896667,0.11966893076896667,1
350,0.11966893076896667,0.11966893076896667,1
400,0.11966893076896667,0.11966893076896667,1
450,0.11966893076896667,0.11966893076896667,1
500,0.11966893076896667,0.11966893076896667,1
550,0.11966893076896667,0.11966893076896667,1
600,0.11966893076896667,0.11966893076896667,1
650,0.11966893076896667,0.11966893076896667,1
700,0.11966893076896667,0.11966893076896667,1
750,0.11966893076896667,0.11966893076896667,1
800,0.11966893076896667,0.11966893076896667,1
850,0.11966893076896667,0.11966893076896667,1
900,0.11966893076896667,0.11966893076896667,1
950,0.11966893076896667,0.11966893076896667,1
1000,0.11966893076896667,0.11966893076896667,1
1000,0.11966893076896667,0.11966893076896667,1
