Generation,Fitness,Min Fitness,Min Iteration
50,0.8123237490653992,0.8123237490653992,2
100,0.8123237490653992,0.8123237490653992,2
150,0.8123237490653992,0.8123237490653992,2
200,0.8123237490653992,0.8123237490653992,2
250,0.8123237490653992,0.8123237490653992,2
300,0.8123237490653992,0.8123237490653992,2
350,0.8123237490653992,0.8123237490653992,2
400,0.8123237490653992,0.8123237490653992,2
450,0.8123237490653992,0.8123237490653992,2
500,0.8123237490653992,0.8123237490653992,2
550,0.8123237490653992,0.8123237490653992,2
600,0.8123237490653992,0.8123237490653992,2
650,0.8123237490653992,0.8123237490653992,2
700,0.8123237490653992,0.8123237490653992,2
750,0.8123237490653992,0.8123237490653992,2
800,0.8123237490653992,0.8123237490653992,2
850,0.8123237490653992,0.8123237490653992,2
900,0.8123237490653992,0.8123237490653992,2
950,0.8123237490653992,0.8123237490653992,2
1000,0.8123237490653992,0.8123237490653992,2
1000,0.8123237490653992,0.8123237490653992,2
