Generation,Fitness,Min Fitness,Min Iteration
50,0.6402298212051392,0.6402298212051392,38
100,0.6402298212051392,0.6402298212051392,38
150,0.6402298212051392,0.6402298212051392,38
200,0.6402298212051392,0.6402298212051392,38
250,0.5604325532913208,0.4954491853713989,212
300,0.3962515592575073,0.3962515592575073,275
350,0.3962515592575073,0.3962515592575073,275
400,0.3962515592575073,0.3962515592575073,275
450,0.3962515592575073,0.3962515592575073,275
500,0.3962515592575073,0.3962515592575073,275
550,0.3962515592575073,0.3962515592575073,275
600,0.3962515592575073,0.3962515592575073,275
650,0.3962515592575073,0.3962515592575073,275
700,0.3962515592575073,0.3962515592575073,275
750,0.3962515592575073,0.3962515592575073,275
800,0.3962515592575073,0.3962515592575073,275
850,0.3962515592575073,0.3962515592575073,275
900,0.3962515592575073,0.3962515592575073,275
950,0.3962515592575073,0.3962515592575073,275
1000,0.3962515592575073,0.3962515592575073,275
1000,0.3962515592575073,0.3962515592575073,275
