Generation,Fitness,Min Fitness,Min Iteration
50,0.43619370460510254,0.43619370460510254,37
100,0.43619370460510254,0.43619370460510254,37
150,0.43619370460510254,0.43619370460510254,37
200,0.43619370460510254,0.43619370460510254,37
250,0.43619370460510254,0.43619370460510254,37
300,0.43619370460510254,0.43619370460510254,37
350,0.43619370460510254,0.43619370460510254,37
400,0.43619370460510254,0.43619370460510254,37
450,0.43619370460510254,0.43619370460510254,37
500,0.43619370460510254,0.43619370460510254,37
550,0.43047598004341125,0.43047598004341125,510
600,0.43047598004341125,0.43047598004341125,510
650,0.40462401509284973,0.40462401509284973,630
700,0.40462401509284973,0.40462401509284973,630
750,0.40462401509284973,0.40462401509284973,630
800,0.40462401509284973,0.40462401509284973,630
850,0.40462401509284973,0.40462401509284973,630
900,0.40462401509284973,0.40462401509284973,630
950,0.40462401509284973,0.40462401509284973,630
1000,0.40462401509284973,0.40462401509284973,630
1000,0.40462401509284973,0.40462401509284973,630
