Generation,Fitness,Min Fitness,Min Iteration
50,0.7043409943580627,0.7043409943580627,2
100,0.7043409943580627,0.7043409943580627,2
150,0.7043409943580627,0.7043409943580627,2
200,0.7043409943580627,0.7043409943580627,2
250,0.7043409943580627,0.7043409943580627,2
300,0.7043409943580627,0.7043409943580627,2
350,0.7043409943580627,0.7043409943580627,2
400,0.7043409943580627,0.7043409943580627,2
450,0.7043409943580627,0.7043409943580627,2
500,0.7043409943580627,0.7043409943580627,2
550,0.7043409943580627,0.7043409943580627,2
600,0.7043409943580627,0.7043409943580627,2
650,0.7043409943580627,0.7043409943580627,2
700,0.7043409943580627,0.7043409943580627,2
750,0.7043409943580627,0.7043409943580627,2
800,0.7043409943580627,0.7043409943580627,2
850,0.7043409943580627,0.7043409943580627,2
900,0.7043409943580627,0.7043409943580627,2
950,0.7043409943580627,0.7043409943580627,2
1000,0.7043409943580627,0.7043409943580627,2
1000,0.7043409943580627,0.7043409943580627,2
