Generation,Fitness,Min Fitness,Min Iteration
50,0.7509053349494934,0.6415424942970276,39
100,0.3053359091281891,0.3053359091281891,93
150,0.3053359091281891,0.3053359091281891,93
200,0.3053359091281891,0.3053359091281891,93
250,0.3053359091281891,0.3053359091281891,93
300,0.3053359091281891,-0.13000988960266113,268
350,0.3053359091281891,-0.13000988960266113,268
400,0.3053359091281891,-0.13000988960266113,268
450,0.3053359091281891,-0.13000988960266113,268
500,0.3053359091281891,-0.13000988960266113,268
550,0.3053359091281891,-0.13000988960266113,268
600,0.3053359091281891,-0.13000988960266113,268
650,0.11010202765464783,-0.13000988960266113,268
700,0.11010202765464783,-0.13000988960266113,268
750,0.11010202765464783,-0.13000988960266113,268
800,0.11010202765464783,-0.13000988960266113,268
850,0.11010202765464783,-0.13000988960266113,268
900,0.11010202765464783,-0.13000988960266113,268
950,0.11010202765464783,-0.13000988960266113,268
1000,0.11010202765464783,-0.13000988960266113,268
1000,0.11010202765464783,-0.13000988960266113,268
