Generation,Fitness,Min Fitness,Min Iteration
50,0.826732337474823,0.7337031960487366,17
100,0.6952822208404541,0.6952822208404541,90
150,0.6952822208404541,0.6861839890480042,104
200,0.5892660617828369,0.3674427568912506,195
250,0.5892660617828369,0.3674427568912506,195
300,0.5892660617828369,0.3674427568912506,195
350,0.5892660617828369,0.3674427568912506,195
400,0.44941315054893494,0.3674427568912506,195
450,0.44941315054893494,0.3674427568912506,195
500,0.44941315054893494,0.3674427568912506,195
550,0.44941315054893494,0.3674427568912506,195
600,0.44941315054893494,0.3674427568912506,195
650,0.44941315054893494,0.3674427568912506,195
700,0.4005550742149353,0.3674427568912506,195
750,0.4005550742149353,0.3674427568912506,195
800,0.4005550742149353,0.3674427568912506,195
850,0.4005550742149353,0.3674427568912506,195
900,0.4005550742149353,0.3674427568912506,195
950,0.4005550742149353,0.3674427568912506,195
1000,0.4005550742149353,0.3674427568912506,195
1000,0.4005550742149353,0.3674427568912506,195
