Generation,Fitness,Min Fitness,Min Iteration
50,0.6034958362579346,0.5405120253562927,41
100,0.5959113836288452,0.5405120253562927,41
150,0.5959113836288452,0.5405120253562927,41
200,0.5959113836288452,0.31825166940689087,181
250,0.5959113836288452,0.31825166940689087,181
300,0.5959113836288452,0.31825166940689087,181
350,0.5959113836288452,0.31825166940689087,181
400,0.5959113836288452,0.31825166940689087,181
450,0.5959113836288452,0.31825166940689087,181
500,0.5959113836288452,0.31825166940689087,181
550,0.4508008360862732,0.31825166940689087,181
600,0.4508008360862732,0.31825166940689087,181
650,0.4508008360862732,0.2653173804283142,622
700,0.4508008360862732,0.2653173804283142,622
750,0.4508008360862732,0.2653173804283142,622
800,0.4508008360862732,0.2653173804283142,622
850,0.4508008360862732,0.2653173804283142,622
900,0.4508008360862732,0.2653173804283142,622
950,0.4508008360862732,0.2653173804283142,622
1000,0.4508008360862732,0.2653173804283142,622
1000,0.4508008360862732,0.2653173804283142,622
