Generation,Fitness,Min Fitness,Min Iteration
50,0.7476038336753845,0.3927389979362488,38
100,0.6828692555427551,0.3927389979362488,38
150,0.5453980565071106,0.3927389979362488,38
200,0.5166269540786743,0.3927389979362488,38
250,0.140196293592453,0.058608636260032654,234
300,0.140196293592453,0.058608636260032654,234
350,0.140196293592453,0.058608636260032654,234
400,0.140196293592453,0.058608636260032654,234
450,0.140196293592453,0.058608636260032654,234
500,0.140196293592453,0.058608636260032654,234
550,0.140196293592453,0.058608636260032654,234
600,0.11084321141242981,0.058608636260032654,234
650,0.11084321141242981,0.058608636260032654,234
700,0.11084321141242981,0.058608636260032654,234
750,0.11084321141242981,0.058608636260032654,234
800,0.11084321141242981,0.058608636260032654,234
850,0.11084321141242981,0.058608636260032654,234
900,0.11084321141242981,0.058608636260032654,234
950,0.11084321141242981,0.058608636260032654,234
1000,0.11084321141242981,0.058608636260032654,234
1000,0.11084321141242981,0.058608636260032654,234
