Generation,Fitness,Min Fitness,Min Iteration
50,0.3465612232685089,0.3465612232685089,14
100,0.3465612232685089,0.3465612232685089,14
150,0.3465612232685089,0.3465612232685089,14
200,0.2909232974052429,0.22233770787715912,176
250,0.2909232974052429,0.22233770787715912,176
300,0.2909232974052429,0.22233770787715912,176
350,0.2909232974052429,0.22233770787715912,176
400,0.2909232974052429,0.22233770787715912,176
450,0.2909232974052429,0.22233770787715912,176
500,0.2909232974052429,0.22233770787715912,176
550,0.17850230634212494,0.17850230634212494,537
600,0.17850230634212494,0.17850230634212494,537
650,0.17850230634212494,0.17850230634212494,537
700,0.17850230634212494,0.17850230634212494,537
750,0.17850230634212494,0.17850230634212494,537
800,0.17850230634212494,0.17850230634212494,537
850,0.17850230634212494,0.12150909006595612,808
900,0.17850230634212494,0.12150909006595612,808
950,0.17850230634212494,0.12150909006595612,808
1000,0.17850230634212494,0.12150909006595612,808
1000,0.17850230634212494,0.12150909006595612,808
