Generation,Fitness,Min Fitness,Min Iteration
50,0.6713578104972839,0.6713578104972839,13
100,0.6713578104972839,0.6404126882553101,84
150,0.6713578104972839,0.44459229707717896,118
200,0.4988383650779724,0.44459229707717896,118
250,0.4988383650779724,0.44459229707717896,118
300,0.4988383650779724,0.28366661071777344,265
350,0.4988383650779724,0.28366661071777344,265
400,0.4988383650779724,0.28366661071777344,265
450,0.4988383650779724,0.28366661071777344,265
500,0.4988383650779724,0.28366661071777344,265
550,0.4793236553668976,0.28366661071777344,265
600,0.4793236553668976,0.28366661071777344,265
650,0.4793236553668976,0.28366661071777344,265
700,0.4793236553668976,0.28366661071777344,265
750,0.4793236553668976,0.28366661071777344,265
800,0.42314964532852173,0.28366661071777344,265
850,0.42314964532852173,0.28366661071777344,265
900,0.42314964532852173,0.28366661071777344,265
950,0.42314964532852173,0.28366661071777344,265
1000,0.42314964532852173,0.28366661071777344,265
1000,0.42314964532852173,0.28366661071777344,265
